index;x;y;z
602;-0.017883;-0.038895;-0.807373
603;-0.039337;0.056900;-0.815552
604;-0.008835;0.211594;-0.876190
605;0.002579;0.368347;-1.015732
606;-0.006821;0.489258;-1.056656
607;0.008560;0.436630;-1.081161
608;0.011475;0.366394;-1.031998
609;0.017548;0.260391;-0.945435
610;0.031891;0.139664;-0.859787
611;0.027161;0.058075;-0.800919
612;0.006516;0.219391;-0.898972
613;-0.002411;0.317505;-0.946960
614;-0.003952;0.314453;-0.984268
615;0.003922;0.324081;-0.971710
616;-0.006638;0.320572;-0.982025
617;-0.012283;0.348785;-0.984451
618;-0.008377;0.286865;-0.978806
619;0.000687;0.190186;-0.900864
620;0.004822;0.191895;-0.992462
621;0.008652;0.220627;-0.997543
622;0.005585;0.217590;-0.967300
623;-0.023300;0.115997;-0.914459
624;-0.039185;0.157501;-0.946838
625;-0.000427;0.327194;-1.036606
626;-0.029953;0.180435;-0.945480
627;-0.032562;0.390152;-1.092911
628;-0.063721;0.299896;-1.014359
629;-0.055740;0.336502;-1.052246
630;-0.066406;0.145828;-0.863388
631;-0.119080;0.165482;-0.998077
632;-0.122482;0.311890;-0.963760
633;-0.107452;0.150131;-0.857101
634;-0.045639;0.317245;-0.975586
635;-0.048309;0.306091;-1.072372
636;-0.044647;0.402771;-1.084824
637;-0.028091;0.198730;-0.950928
638;-0.015076;0.025970;-0.855301
639;-0.042557;0.237305;-0.950150
640;-0.044647;0.372665;-0.951309
641;-0.032654;0.291290;-0.935242
642;-0.067047;0.245285;-0.914795
643;-0.044891;0.218079;-0.891068
644;-0.020660;0.393188;-1.048752
645;-0.027969;0.332153;-0.956818
646;-0.009308;0.210999;-0.932465
647;-0.021362;0.266708;-0.893921
648;-0.002716;0.340881;-0.959991
649;0.037048;0.365295;-0.963852
650;0.010406;0.260834;-0.955383
651;-0.013657;0.257416;-0.928665
652;-0.001907;0.294540;-0.971970
653;0.007019;0.239853;-0.915909
654;-0.003143;0.152405;-0.868118
655;0.004791;0.299530;-0.961655
656;-0.007797;0.367996;-0.974869
657;-0.016037;0.434464;-1.040710
658;-0.006088;0.436462;-0.975906
659;-0.010284;0.310364;-0.978058
660;-0.034943;0.351440;-0.944977
661;-0.038651;0.289703;-0.906479
662;-0.013672;0.305801;-0.911438
663;-0.023117;0.215561;-0.867752
664;-0.026764;0.272186;-0.922043
665;-0.016205;0.388596;-0.987701
666;-0.020554;0.432480;-1.061951
667;-0.009216;0.356308;-0.950012
668;-0.027191;0.321579;-0.983932
669;-0.028214;0.424164;-1.030533
670;0.007843;0.375046;-0.985916
671;0.013657;0.192505;-0.831497
672;-0.007202;0.199020;-0.974747
673;0.004440;0.245621;-0.972015
674;0.049576;0.280609;-0.971802
675;0.042801;0.159637;-0.924744
676;0.046600;0.173141;-0.899643
677;0.029343;0.167313;-0.844208
678;0.023773;0.480789;-1.115067
679;0.041595;0.454727;-1.043488
680;0.015457;0.464722;-1.113831
681;-0.012436;0.380203;-0.957123
